id,tweet_text,tweet_date,sentiment,query_used
1032097420820324352,@S93IN KKKKK mentira amor vc sabe q é lindo :(,Wed Aug 22 02:49:35 +0000 2018,Negativo,:(
1032089311443931136,@hopevxmin ai mentira vou chorar sim eu to triste :((,Wed Aug 22 02:17:21 +0000 2018,Negativo,:(
1032084724934692865,Mentira :( https://t.co/NePfVkF2xZ,Wed Aug 22 01:59:08 +0000 2018,Negativo,:(
1032081887689359362,"@MatheusWillemin Que mentira eu sou o maior amorzinho, vc q é grosso :(",Wed Aug 22 01:47:51 +0000 2018,Negativo,:(
1032083463221006344,@goregoregirl é mentira nunca passei por isso n tenho a mina q eu gosto nem beck e nem video game :(,Wed Aug 22 01:54:07 +0000 2018,Negativo,:(
1032078597526351872,@sxnflcwcr mentira :(,Wed Aug 22 01:34:47 +0000 2018,Negativo,:(
1032076557119115265,@jannileao @FerreiraRonayra Egua amiga mentira :(( sabado é o unico dia que eu vou tá livre essa semana o resto vou ta ocupado com prostitutas drogas e jogatina (vou estar trabalhando),Wed Aug 22 01:26:40 +0000 2018,Negativo,:(
1032074117229494273,Mentiras :(,Wed Aug 22 01:16:59 +0000 2018,Negativo,:(
1032074229682974722,@pizzadecheddar_ ah pronto agora mentira eh demais &lt;///3 :((( anjinho,Wed Aug 22 01:17:26 +0000 2018,Negativo,:(
1032069711356416000,@manonemsei Ainnnnn mentira??? Amei :(,Wed Aug 22 00:59:28 +0000 2018,Negativo,:(
1032071586252247045,Mentira vou não :(,Wed Aug 22 01:06:55 +0000 2018,Negativo,:(
1032068063812898816,@vas_concelos_ @JimmyLagunas mentira :(,Wed Aug 22 00:52:55 +0000 2018,Negativo,:(
1032065607263576064,@YaazOrbe mentira mentira mentira todo es mentira :(,Wed Aug 22 00:43:10 +0000 2018,Negativo,:(
1032062418560712705,@jaoromania mentira que vai começar em BH logo agr que eu viajei pra Portugal :(((((,Wed Aug 22 00:30:30 +0000 2018,Negativo,:(
1032056656027430912,Mentira :( https://t.co/ZnA7OeWp5u,Wed Aug 22 00:07:36 +0000 2018,Negativo,:(
1032054938652819456,"“Mas a mentira – a mentira é uma maneira vulgar e desprezível de controlar a outra pessoa.” Philip Roth, Homem Comum. O livro que nunca conseguirei terminar. :(",Wed Aug 22 00:00:46 +0000 2018,Negativo,:(
1032047291102834688,@MyLittleLemes ah mentira :(,Tue Aug 21 23:30:23 +0000 2018,Negativo,:(
1032047261365272581,Então estamos trabalhando em favor da mentira muito mais do que temos consciência. :( https://t.co/rv1ROzRsgV,Tue Aug 21 23:30:16 +0000 2018,Negativo,:(
1032038784307744768,@swngriawinz mentira :(,Tue Aug 21 22:56:35 +0000 2018,Negativo,:(
1032041658030931970,@eusouofig aaa mentira &gt;:( tem q acabar os medporamor,Tue Aug 21 23:08:00 +0000 2018,Negativo,:(
1032037783081238528,kkkkkkkk mentira nao vai nao :(,Tue Aug 21 22:52:36 +0000 2018,Negativo,:(
1032038148682002432,@zerchu27 Mentira :(,Tue Aug 21 22:54:03 +0000 2018,Negativo,:(
1032035624553984000,"Mentira, ainda não cheguei em casa :(",Tue Aug 21 22:44:01 +0000 2018,Negativo,:(
1032031296544010245,"Mentira, eu vou, porém estarei sozinh :(((((( alguém me faz companhia e não me deixa ficar chorando pela morena https://t.co/1yvkadQnsX",Tue Aug 21 22:26:49 +0000 2018,Negativo,:(
1032028803399335936,@takilov3 q mentira :( prova,Tue Aug 21 22:16:55 +0000 2018,Negativo,:(
1032030288807899136,mentira vale :( https://t.co/CV4AgQ1Urm,Tue Aug 21 22:22:49 +0000 2018,Negativo,:(
1032026941942104064,@olvmarkes Mentira Meus sentimentos pelo gatinho :((((,Tue Aug 21 22:09:31 +0000 2018,Negativo,:(
1032026464433123330,@NayaritDm Mentira :(,Tue Aug 21 22:07:37 +0000 2018,Negativo,:(
1032006811707158529,"@joohnyus mentira, só com você e uma outra amiga minha pra irritar ela :(((",Tue Aug 21 20:49:32 +0000 2018,Negativo,:(
1032003545371996160,@m1ru11o Mentira mas queria :(,Tue Aug 21 20:36:33 +0000 2018,Negativo,:(
1032000639893741568,No mentira te amo :( https://t.co/wURfurpynd,Tue Aug 21 20:25:00 +0000 2018,Negativo,:(
1031998479822929920,@_bIackwatxr Mentira :(,Tue Aug 21 20:16:25 +0000 2018,Negativo,:(
1031990294986874881,MENTIRA &gt;&gt;&gt;&gt;&gt;:(((((( https://t.co/Wlg0D1TVgw,Tue Aug 21 19:43:54 +0000 2018,Negativo,:(
1031986881242849280,"@trajaza @Yoongirun Mentira, :(",Tue Aug 21 19:30:20 +0000 2018,Negativo,:(
1031982305747890176,@bdlandstraus mentira? caralho mano :( eu só vi duas e não quero ver mais nenhuma,Tue Aug 21 19:12:09 +0000 2018,Negativo,:(
1031980714756067328,@jwhaopedro para q mentira :(,Tue Aug 21 19:05:50 +0000 2018,Negativo,:(
1031963986290458625,@houishugs mentira&gt;:-(,Tue Aug 21 17:59:21 +0000 2018,Negativo,:(
1031952325768830982,@fxckinggenius Mentira :(,Tue Aug 21 17:13:01 +0000 2018,Negativo,:(
1032423922602569729,@Supremiummm Mentira! Foi quando tinhas uma foto minha :),Thu Aug 23 00:26:59 +0000 2018,Positivo,:)
1032421726246789120,@saantiarevalo mentira te amo❤️:),Thu Aug 23 00:18:15 +0000 2018,Positivo,:)
1032410615162101762,"MENTIRA Tirei Muito, muito doce :-)! https://t.co/IrjcrAPZuj",Wed Aug 22 23:34:06 +0000 2018,Positivo,:)
1032393062771613697,Tinha de ser em primeiro senão era mentira :))) https://t.co/6O782M1mQ7,Wed Aug 22 22:24:21 +0000 2018,Positivo,:)
1032487334758047744,No es mentira amigos :(,Thu Aug 23 04:38:57 +0000 2018,Negativo,:(
1032483434512494593,@ninaringo Ai mentira! :( não acredito...,Thu Aug 23 04:23:28 +0000 2018,Negativo,:(
1032480928260648960,@mrnglr aaaaaa mentira :((( eu só to indo nas aulas dela pra ganhar presença porque da última vez que ela quis que eu lesse uma parada em voz alta eu surtei e fui embora e faltei algumas vezes depois :/,Thu Aug 23 04:13:30 +0000 2018,Negativo,:(
1032479944524406785,@eujerrodrigues mentira :(,Thu Aug 23 04:09:35 +0000 2018,Negativo,:(
1032472764840648704,"Esse trailer kkkkkk que mentira, tão trap quanto os trailers de RE6 :( https://t.co/OlAlcAcivz",Thu Aug 23 03:41:04 +0000 2018,Negativo,:(
1032463595131547648,[23/8 00:02] Larah: sabia q tinha mentira nisso [23/8 00:02] Larah: ninguém te quer cecilia :(,Thu Aug 23 03:04:37 +0000 2018,Negativo,:(
1032462867805732865,"No, mentira :-(",Thu Aug 23 03:01:44 +0000 2018,Negativo,:(
1032462470579929088,"mentira, quero sim kk :(",Thu Aug 23 03:00:09 +0000 2018,Negativo,:(
1032452519425925122,@minjirs mentira não to no grupo da família porque não me querem la :(,Thu Aug 23 02:20:37 +0000 2018,Negativo,:(
1032450344066994176,"Mentira, ainda falta ""nosferatu: phantom der nacht"" :(",Thu Aug 23 02:11:58 +0000 2018,Negativo,:(
1032448175209164800,@bbharbara af q mentira!! mas ela nem vai :(,Thu Aug 23 02:03:21 +0000 2018,Negativo,:(
1032452876495474689,mentira n superei :(,Thu Aug 23 02:22:02 +0000 2018,Negativo,:(
1032445051819966465,@milynomas Mentira :(,Thu Aug 23 01:50:56 +0000 2018,Negativo,:(
1032609170095267841,@Mariana24p mentira :)),Thu Aug 23 12:43:05 +0000 2018,Positivo,:)
1032644967649497088,"Sua Bio (twitter) é uma mentira e eu posso provar — Só pode ser desconsiderada pelo fato de que as vezes tô felizinha, mas continuo um tribufu :(( https://t.co/IfLTksG3oV",Thu Aug 23 15:05:20 +0000 2018,Negativo,:(
1032645264388055043,"Mentira, não preciso PRECISO, mas se eu tivesse eu ia conseguir o estágio de verão. :(",Thu Aug 23 15:06:31 +0000 2018,Negativo,:(
1032620454111059968,@namjoonvessel Mentira :(((,Thu Aug 23 13:27:56 +0000 2018,Negativo,:(
1032617292218212353,Queria q isso tudo fosse mentira :(,Thu Aug 23 13:15:22 +0000 2018,Negativo,:(
1032612747157102592,mentira paramore eu te amo mais que a vida mas poxa assim nao da sabe :( eu fico triste sabia https://t.co/nLJUM3bfBR,Thu Aug 23 12:57:18 +0000 2018,Negativo,:(
1032572761535901702,"Mentira vou e nada, más queria ir :(",Thu Aug 23 10:18:25 +0000 2018,Negativo,:(
1032555832049844225,@JaimeOrdez Mentira :(,Thu Aug 23 09:11:08 +0000 2018,Negativo,:(
1032575412671533057,@_ma_ad_ Mentira :(,Thu Aug 23 10:28:57 +0000 2018,Negativo,:(
1032993566275117056,@princessgalamba Mentira no ano em q eu fui dormiste na tenda :p,Fri Aug 24 14:10:32 +0000 2018,Positivo,:)
1029549554658697216,@Biaconceicao20 Mentira :))),Wed Aug 15 02:05:16 +0000 2018,Positivo,:)
1032999620106964995,oq mais te magoa ? — mentira :( https://t.co/ez86tcsJEy,Fri Aug 24 14:34:36 +0000 2018,Negativo,:(
1032991410688024576,"@Tiagoandurao Mas é mentira, eu sou um amor :(",Fri Aug 24 14:01:59 +0000 2018,Negativo,:(
1032980667871764480,"@delphirbl Mentira, não seja mentirosa :(",Fri Aug 24 13:19:17 +0000 2018,Negativo,:(
1032975901875679235,Uma pessoa aqui a dizer mentiras para parecer simpática e nem ligas :( vou chorar,Fri Aug 24 13:00:21 +0000 2018,Negativo,:(
1032926108021391360,"@dudaabreu__ Mentira po, tu q sumiu, vire e mexe to pela undb :(",Fri Aug 24 09:42:29 +0000 2018,Negativo,:(
1032907925512224768,@drewtaegguk mentiraaaa :(,Fri Aug 24 08:30:14 +0000 2018,Negativo,:(
1032883557126033408,@alestwblx era mentira vale :(,Fri Aug 24 06:53:24 +0000 2018,Negativo,:(
1032863203070496768,@bamtyoongi @BTS_twt Mentira :( @BTS_twt,Fri Aug 24 05:32:31 +0000 2018,Negativo,:(
1032849858657435648,@botafogw seria meu sonho se fosse mentira? ele era um dos favs :( to aproveitando os eps da s3 enquanto ele nao morre,Fri Aug 24 04:39:30 +0000 2018,Negativo,:(
1033404433860845581,"Isto é mentira, eu choro por tudo a toda a hora :)) https://t.co/zhSYb4mTAB",Sat Aug 25 17:23:11 +0000 2018,Positivo,:)
1030546732256514048,@eryicaC17 @_rafaa98 Isso é mentira :(,Fri Aug 17 20:07:42 +0000 2018,Negativo,:(
1030534237974351874,@Renealejandrop Mentiras. :(,Fri Aug 17 19:18:03 +0000 2018,Negativo,:(
1030524878330454018,"@PkmnMDTweets I hate you :( (Mentira, te adoro)",Fri Aug 17 18:40:51 +0000 2018,Negativo,:(
1030510168281362432,@arcqae Mentira :(,Fri Aug 17 17:42:24 +0000 2018,Negativo,:(
1030511194501795841,@FernandaRoque_ mentira :(,Fri Aug 17 17:46:29 +0000 2018,Negativo,:(
1030502544295047168,mentira :( https://t.co/c5e7prI3jY,Fri Aug 17 17:12:07 +0000 2018,Negativo,:(
1030501994052640768,@marialazza Mentira :( A minha mãe diz que eu sou bonito,Fri Aug 17 17:09:55 +0000 2018,Negativo,:(
1033400563470352384,No mentira :(,Sat Aug 25 17:07:48 +0000 2018,Negativo,:(
1033397142407323648,@Garciiagac Es mentira :(,Sat Aug 25 16:54:12 +0000 2018,Negativo,:(
1033391604525162496,@MariUMarinho que mentira vc nem valorizou :(,Sat Aug 25 16:32:12 +0000 2018,Negativo,:(
1033377106061864961,@Fikkuse Que mentira &gt;:(,Sat Aug 25 15:34:35 +0000 2018,Negativo,:(
1033367527903117313,"mentira amor, te amo muito você é lindo, cheiroso, maravilhoso e talentoso :( ♥️",Sat Aug 25 14:56:32 +0000 2018,Negativo,:(
1033341008606584832,Mentira hahaha :( tem prova,Sat Aug 25 13:11:09 +0000 2018,Negativo,:(
1033360052936220672,"@nelagarnela Es todo mentira wei, FIN :( https://t.co/aqz0caITsd",Sat Aug 25 14:26:50 +0000 2018,Negativo,:(
1033351681231265792,@con_dos_hielos Mentira :( !,Sat Aug 25 13:53:34 +0000 2018,Negativo,:(
1033328154948108288,@swiftmamamoo era mentiraaaa Amiga :( na verdade era uma faixa,Sat Aug 25 12:20:05 +0000 2018,Negativo,:(
1033523993758887936,@cabecasdealga_ mentira que eh ruim :( tava super querendo ler,Sun Aug 26 01:18:16 +0000 2018,Negativo,:(
1033523922090778624,@flawleszayne @trajaza É MENTIRA!! :(,Sun Aug 26 01:17:59 +0000 2018,Negativo,:(
1033593520865648640,"@exuliane Mentira, era partidaria desde o começo voce sabia, foi de acordo e eu vou provar, a pauta progressista era so uma fachada pra promover candidatos do PT / PCdoB e a agencia deixou isso nas entrelinhas tanto que todos do grupo sabiam inclusive voce :D",Sun Aug 26 05:54:33 +0000 2018,Positivo,:)
1033583098548641792,@Katsudtl Mentira :((((,Sun Aug 26 05:13:08 +0000 2018,Negativo,:(
1033566865275142144,@297JK :( mentira...,Sun Aug 26 04:08:38 +0000 2018,Negativo,:(
1033570042888314880,nunca mais jogou comigo :( — que mentira https://t.co/FGf3hxNBfT,Sun Aug 26 04:21:15 +0000 2018,Negativo,:(
1033550470130884613,@rayegidio que mentiraaaaa vc q n me dá mais atenção :(,Sun Aug 26 03:03:29 +0000 2018,Negativo,:(
1033530633694470145,"@CacatuaColorida Mentira, perdi teu número :(",Sun Aug 26 01:44:39 +0000 2018,Negativo,:(
1033525976486109190,Queria tanto q fosse mentira... :(,Sun Aug 26 01:26:09 +0000 2018,Negativo,:(
1033527987235418112,@MelPaozinho mentira qro eh hotdog :(,Sun Aug 26 01:34:08 +0000 2018,Negativo,:(
1033781706044702721,@pipadnc Mentiraa :(,Sun Aug 26 18:22:20 +0000 2018,Negativo,:(
1033766718865395714,"É mentira, eu não amo ninguém ):)",Sun Aug 26 17:22:46 +0000 2018,Positivo,:)
1033785054474973184,@Sidhiel7 Mentira &gt;:(,Sun Aug 26 18:35:38 +0000 2018,Negativo,:(
1033783904099074049,@BiiaScarpelini Ahhhhhh mentira q não te vi :(,Sun Aug 26 18:31:04 +0000 2018,Negativo,:(
1033774248786096129,mentira que a 1007 fechou mesmo :(((((,Sun Aug 26 17:52:42 +0000 2018,Negativo,:(
1033768862607699968,Mentira que a Pain perdeu o primeiro jogo :(,Sun Aug 26 17:31:17 +0000 2018,Negativo,:(
1033756360784203776,mentira isso aqui :((( https://t.co/ospjsClss5,Sun Aug 26 16:41:37 +0000 2018,Negativo,:(
1033755856981188609,"@aalleahpar @guinossauro_ Ô mentira :( mas não me esquece não, tenho saudades",Sun Aug 26 16:39:37 +0000 2018,Negativo,:(
1033749675617210369,mentira; (:(::((:(:(:(:(:(,Sun Aug 26 16:15:03 +0000 2018,Negativo,:(
1033730951417942017,@parrillakisses mentira??? que hrs :( eu trabalho MAS N TENHO AULA,Sun Aug 26 15:00:39 +0000 2018,Negativo,:(
1033726318767206400,"@DanielSilva11__ nossa daniel, q mentira :(",Sun Aug 26 14:42:14 +0000 2018,Negativo,:(
1033725450965721089,Todo mentira :(,Sun Aug 26 14:38:47 +0000 2018,Negativo,:(
1033721192031678464,@27Mariio Mentira jo :(,Sun Aug 26 14:21:52 +0000 2018,Negativo,:(
1034462200520474630,@feehpaccico Mentira :((((,Tue Aug 28 15:26:22 +0000 2018,Negativo,:(
1033775646277873664,só queria que fosse mentira :(,Sun Aug 26 17:58:15 +0000 2018,Negativo,:(
1034444812160839680,@DareBoss_ Mentira :(,Tue Aug 28 14:17:16 +0000 2018,Negativo,:(
1034432591141761026,@swiftnbts Como assim é mentira? Eu estava acreditando :(,Tue Aug 28 13:28:43 +0000 2018,Negativo,:(
1034421658239553536,@selAPela_ @CharlyRespawn Mentira :(,Tue Aug 28 12:45:16 +0000 2018,Negativo,:(
1034940672510443521,@pcywizard Mentira eu te amo desculpa não fica brava comigo de novo :(,Wed Aug 29 23:07:39 +0000 2018,Negativo,:(
1034941358983790593,mentira pois eles nem sabem que dia é meu aniversário :( https://t.co/vhsCwbVGKN,Wed Aug 29 23:10:22 +0000 2018,Negativo,:(
1034938652923752448,"Mentira, não vai :(",Wed Aug 29 22:59:37 +0000 2018,Negativo,:(
1034933501722873856,@raoulshady mentira :(((,Wed Aug 29 22:39:09 +0000 2018,Negativo,:(
1035523517687717889,@wuall27 Mentira eu mando msg ramm ainda chamo pra comer espetinho :(,Fri Aug 31 13:43:40 +0000 2018,Negativo,:(
1035212322816573440,@miinlg mentira eu moro bem pertinho :(,Thu Aug 30 17:07:05 +0000 2018,Negativo,:(
1035200456258203651,@leozeraa_ mentira? eu sequelo mt :( perdoa,Thu Aug 30 16:19:56 +0000 2018,Negativo,:(
1035190800227942402,mentira q o zipe do meu short quebrou :(((,Thu Aug 30 15:41:34 +0000 2018,Negativo,:(
1035519461577699328,@ruifmmiranda Isso é mentira :(((((,Fri Aug 31 13:27:33 +0000 2018,Negativo,:(
1035516918185304066,mentira fica comigo :(,Fri Aug 31 13:17:26 +0000 2018,Negativo,:(
1036584520462548992,É tudo mentira :),Mon Sep 03 11:59:43 +0000 2018,Positivo,:)
1035893107089436674,@gaabnl Mentira amiga fala isso não :(,Sat Sep 01 14:12:17 +0000 2018,Negativo,:(
1035884449597194245,"@muyrilo aaaaaaaaaaaaaa mentira infelizmente nao, mas queria. :(",Sat Sep 01 13:37:53 +0000 2018,Negativo,:(
1035876151741349889,"Mentira, cuido sim até dou beijinhos se quiser &gt;:( 💖 — aa mt meu nenê quero beijinho sim mts alias :(( 💓💘💞 https://t.co/ULV2VH9urp",Sat Sep 01 13:04:54 +0000 2018,Negativo,:(
1035878728168030208,mentira nd vdd acho que foi conhecer as musicas da t :(,Sat Sep 01 13:15:09 +0000 2018,Negativo,:(
1035874079511928833,"@iHiide olha que mentira eu joguei relativamente bem minhas partidas :( e das duas q eu perdi 1 delas meu time era horrivel (eh sério, um cara ficou 0/7 e o outro 2/5 &lt; n ta nem tão mau mas o 0/7 foi tenso) e alem disso eu tava jogando contra platina u-u (desculpinha msm)",Sat Sep 01 12:56:40 +0000 2018,Negativo,:(
1035874699513933824,"@everychuu ai mentira, eu queria ver pq achei a animação tao lindinha :(",Sat Sep 01 12:59:08 +0000 2018,Negativo,:(
1035861651868839936,"@karolynels Mentira miga, foi uma vez só :(((",Sat Sep 01 12:07:17 +0000 2018,Negativo,:(
1036629229553823745,mentira tem umas que prestam :),Mon Sep 03 14:57:22 +0000 2018,Positivo,:)
1036616473807151104,A melhor mentira antes das aulas começarem :) https://t.co/3kmxCJMqWT,Mon Sep 03 14:06:41 +0000 2018,Positivo,:)
1036594345338658817,"ouvindo nesta manhã gloriosa (mentira, que to mei puta de la rosta) a voz de ngm menos do que @Pernetinha1 querida :) timbre nada a ver com o que eu imaginava hahaha",Mon Sep 03 12:38:45 +0000 2018,Positivo,:)
1036628334992654337,"@whoshotbruno mentiraaaa :( ela ta bem? mas se vai tirar o utero é porque é pro bem dela e ela vai ficar bem, xuxu! nao chora nao, da muito amorzinho pra ela!",Mon Sep 03 14:53:49 +0000 2018,Negativo,:(
1036627840723296257,@livingintheairr mentira :(,Mon Sep 03 14:51:51 +0000 2018,Negativo,:(
1036616934907895808,mentira não vou não gnt grita o quanto vcs quiserem :((((((((((( https://t.co/PcTAwCYCnB,Mon Sep 03 14:08:31 +0000 2018,Negativo,:(
1036616367083020288,Mentira &gt;:( https://t.co/1IlIshGU4n,Mon Sep 03 14:06:15 +0000 2018,Negativo,:(
1036600841111851008,"@Porquinho Mentira que isso tá rolando em BH? Nossa, aqui não tá rolando nada sobre gasolina. Mas a gente que é historiador tá bem sofrido mesmo :(",Mon Sep 03 13:04:34 +0000 2018,Negativo,:(
1036581502035873792,"@ThomasDoViso PÓ CARALHO TOMAS Mentira, não pratiques bullying comigo :(",Mon Sep 03 11:47:43 +0000 2018,Negativo,:(
1036572145764233218,@roneysco :( mentira :(,Mon Sep 03 11:10:32 +0000 2018,Negativo,:(
1036707782723072000,"@fraude26 Mentira, queijo minas :)",Mon Sep 03 20:09:31 +0000 2018,Positivo,:)
1036723900825124865,"Mentiraaaaa, so a Andreia e que gostou loool :( https://t.co/G688kqlHh4",Mon Sep 03 21:13:34 +0000 2018,Negativo,:(
1036729495200440320,@fuckgersio Mentira :(,Mon Sep 03 21:35:47 +0000 2018,Negativo,:(
1036728283780599809,Mentira babe no be regaye :(,Mon Sep 03 21:30:58 +0000 2018,Negativo,:(
1036713569428144128,@AnaPrando_ mentira :(,Mon Sep 03 20:32:30 +0000 2018,Negativo,:(
1036711318307389440,@_annaluucia01 mentira sexta n estarei aqui :( mas queria,Mon Sep 03 20:23:34 +0000 2018,Negativo,:(
1036990504909582338,@neogotmyback_44 mentira :(,Tue Sep 04 14:52:57 +0000 2018,Negativo,:(
1036753611441807360,era mentira :(,Mon Sep 03 23:11:37 +0000 2018,Negativo,:(
1036752643027345409,@_noisynoise_ Mentira :(,Mon Sep 03 23:07:46 +0000 2018,Negativo,:(
1036750622597570560,@munaesuna mentira :(,Mon Sep 03 22:59:44 +0000 2018,Negativo,:(
1036980660911722497,mentira. provavelmente prefiro minha saray :(,Tue Sep 04 14:13:50 +0000 2018,Negativo,:(
1036981871266156545,mentira eh uma quarta n vai dar :(,Tue Sep 04 14:18:38 +0000 2018,Negativo,:(
1036978659603738626,"@whyjorjawhy Mentira que já é nesta sexta-feira? Eu estava lembrando que era em setembro. Eu ate fiquei de perguntar, mas como eu te falei: acabei ficando sem emprego. Tenho que segurar um money até aparecer um outro! aaaaaa :(",Tue Sep 04 14:05:53 +0000 2018,Negativo,:(
1036962714357252097,@SubjectE147 mentira! &gt;:(,Tue Sep 04 13:02:31 +0000 2018,Negativo,:(
1036941658473029632,"Mentira, o meu pai quer ir almoçar agora portanto só depois de almoço :(",Tue Sep 04 11:38:51 +0000 2018,Negativo,:(
1036947051777540096,@farciscp que mentira :(,Tue Sep 04 12:00:17 +0000 2018,Negativo,:(
1036932318424981505,@Drezzer_uwu Es mentira :(,Tue Sep 04 11:01:44 +0000 2018,Negativo,:(
1036897011075821568,@CalrosKun Mentira :(,Tue Sep 04 08:41:26 +0000 2018,Negativo,:(
1036888526741233665,mentira me wa a dormir :(,Tue Sep 04 08:07:43 +0000 2018,Negativo,:(
1036853540243873792,"Tu ilude as pessoas :(: — nops, mentira https://t.co/Ag1W7ZL5ff",Tue Sep 04 05:48:42 +0000 2018,Negativo,:(
1036837120634232832,"@titiapam infelizmente é mentira mesmo e se trata de um ""murro em forma de palavras"" UEHUEH :(((",Tue Sep 04 04:43:27 +0000 2018,Negativo,:(
1036822707374120961,"MENTIRA, NO :( https://t.co/aKOl4lx1sF",Tue Sep 04 03:46:11 +0000 2018,Negativo,:(
1036818528043761664,Alguém me fala que é mentira :( puta que pariu,Tue Sep 04 03:29:34 +0000 2018,Negativo,:(
1036805465114591232,@Fernandapuicon mentira :(,Tue Sep 04 02:37:40 +0000 2018,Negativo,:(
1036785319188676609,É lindo mas só ilude :( — q mentira https://t.co/NIPbbUSSkJ,Tue Sep 04 01:17:37 +0000 2018,Negativo,:(
1037136311713452032,@LauraCaroPG Arróbelo!!!! Mentiras :),Wed Sep 05 00:32:20 +0000 2018,Positivo,:)
1037140161371373568,Mentira por mentira :),Wed Sep 05 00:47:38 +0000 2018,Positivo,:)
1037134914829918209,Mentira :),Wed Sep 05 00:26:47 +0000 2018,Positivo,:)
1037124483356811264,"tens me a mim lógico q é fixe :)) Mentira, falando a sério, tour a curtir muito da minha turma ;) https://t.co/AEnQmLFOLD",Tue Sep 04 23:45:20 +0000 2018,Positivo,:)
1037132093459980288,@deadinsidewhy gnd mentira juro :((( 💔,Wed Sep 05 00:15:34 +0000 2018,Negativo,:(
1037128335556587520,@costa__06 mentira que vc tirou :(,Wed Sep 05 00:00:38 +0000 2018,Negativo,:(
1037124132369047556,@julialmeidacruz Mentira :((,Tue Sep 04 23:43:56 +0000 2018,Negativo,:(
1037124157878820866,@wearecncobr @meguialscnco é mentira :( CNCO VEM PRO NORDESTE,Tue Sep 04 23:44:02 +0000 2018,Negativo,:(
1037123447464312832,mentira nem dá de olhar so penso mesmo &gt;:(,Tue Sep 04 23:41:13 +0000 2018,Negativo,:(
1037116041216843776,@WigettaLoves mentira :(,Tue Sep 04 23:11:47 +0000 2018,Negativo,:(
1037110587073933312,@axtronomically :( mentira,Tue Sep 04 22:50:07 +0000 2018,Negativo,:(
1037117314049683456,@pampinhos mentira eh pampinho :(,Tue Sep 04 23:16:51 +0000 2018,Negativo,:(
1037099304375263239,@male_roddriguez era mentira no te enojes :(,Tue Sep 04 22:05:17 +0000 2018,Negativo,:(
1037092274772103170,"@mare_vivaa Bora!!! Vou contigo 😂😂 Mentira, n vou a nenhum :((((",Tue Sep 04 21:37:21 +0000 2018,Negativo,:(
1037088845412610048,@rmssadalot mentira é 18 :(,Tue Sep 04 21:23:43 +0000 2018,Negativo,:(
1037086552604729344,"@saikuzona @TutsTutz que mentira, dikan tem sentimentos gente :(",Tue Sep 04 21:14:36 +0000 2018,Negativo,:(
1037425954254143490,Mentira :). https://t.co/rJTDEFF6UI,Wed Sep 05 19:43:16 +0000 2018,Positivo,:)
1037394747760029697,Pura mentira :),Wed Sep 05 17:39:16 +0000 2018,Positivo,:)
1037382315167703040,@cav_carmen Ea. Vamos a pedir mentiras tralará 🎼🎼 :)),Wed Sep 05 16:49:52 +0000 2018,Positivo,:)
1037365709045686273,"Tudo mentira, foi Temer. :p https://t.co/KK3uoJVaxH",Wed Sep 05 15:43:53 +0000 2018,Positivo,:)
1037337359153553414,"É td mentira :) É só olhar pro establishment brasileiro. Q está com medo do Bolsonaro ganhar. A vitória dele significa instabilidade, td q o Brasil menos precisa agora.",Wed Sep 05 13:51:13 +0000 2018,Positivo,:)
1037324189735235585,Responder é mentira :)),Wed Sep 05 12:58:54 +0000 2018,Positivo,:)
1037703006618312704,@gcosta0821 Eu posso comprovar que é mentira :)),Thu Sep 06 14:04:11 +0000 2018,Positivo,:)
1037283944021073921,"Dia das mentiras n é hoje gajo, atualiza te :)) https://t.co/uT3YMtctHu",Wed Sep 05 10:18:58 +0000 2018,Positivo,:)
1037432824331227137,"@SophiPiai é mentira sophi, nem tenho :(",Wed Sep 05 20:10:34 +0000 2018,Negativo,:(
1037429151219818498,@BelieveWithLyna Mentira vos :(,Wed Sep 05 19:55:58 +0000 2018,Negativo,:(
1037427742243864576,@sabri_lynatica Mentira :(,Wed Sep 05 19:50:22 +0000 2018,Negativo,:(
1037686906920812546,@chocodazai Mentiras mentirosas &gt;:(,Thu Sep 06 13:00:12 +0000 2018,Negativo,:(
1037665329911144449,@Brendocaaaa Mentira :( Aaaahh neeemm tava mó ansioso pra ver,Thu Sep 06 11:34:28 +0000 2018,Negativo,:(
1037666030825480197,@FobiaDe_Kpop3rs é mentira sobre o cabelo do Yoongi :(,Thu Sep 06 11:37:15 +0000 2018,Negativo,:(
1037671898795204608,mentira pq ele acabou de solta um barro :(,Thu Sep 06 12:00:34 +0000 2018,Negativo,:(
1037662513779879937,"@AnaBorsatto mentiraaa, eu ainda pensei em te mandar mensagem mas pensei q vc tivesse ido mais cedo af :(",Thu Sep 06 11:23:16 +0000 2018,Negativo,:(
1037592143651594240,@wxndx1 @_annnndy mentiraaa :(,Thu Sep 06 06:43:39 +0000 2018,Negativo,:(
1037575408965902337,"Mentira, nem vai, provavelmente vou ter que retirar em âncora, vou ficar com uma cicatriz gigante no meio da pança :(",Thu Sep 06 05:37:09 +0000 2018,Negativo,:(
1037560481291153408,@tech1t0 mentiraaaa :(,Thu Sep 06 04:37:50 +0000 2018,Negativo,:(
1037550087268978693,"Mentira, veñ. :( https://t.co/FERvfAm9Yy",Thu Sep 06 03:56:32 +0000 2018,Negativo,:(
